"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C(uS/cm @25C)","Streamflow, ft&#179;/s(ft3/s)","Temperature, water, &#176;C(deg C)","Wind direction, degrees clockwise from north(Deg)","Wind speed, mph(mph)"
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
12500.0,,29.8,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
12700.0,,29.6,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
12900.0,,29.4,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
12900.0,,29.5,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.2,,
,,19.0,,
,,25.3,,
,,19.0,,
13000.0,,29.7,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
13000.0,,30.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
12900.0,,30.4,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
13000.0,,31.0,,
,,25.6,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
12800.0,,31.8,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12600.0,,31.7,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12400.0,,31.4,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.9,,
,,19.0,,
,,25.8,,
,,19.0,,
12400.0,,31.9,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12400.0,,32.1,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.7,,
,,19.0,,
12200.0,,31.9,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
12100.0,,31.7,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
11900.0,,31.6,,
,,25.6,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
11800.0,,31.4,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
11700.0,,31.2,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
11700.0,,31.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.3,,
,,19.0,,
11800.0,,30.8,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
11900.0,,30.7,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
12000.0,,30.7,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
12100.0,,30.8,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
12400.0,,30.7,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
12700.0,,30.4,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
12900.0,,30.1,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
13000.0,,30.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
13100.0,,30.1,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.3,,
,,19.0,,
,,25.4,,
,,19.0,,
13100.0,,30.3,,
,,25.4,,
,,19.0,,
,,25.4,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
13100.0,,30.6,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
,,25.7,,
,,19.0,,
13100.0,,31.0,,
,,25.7,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.9,,
,,19.0,,
13100.0,,31.4,,
,,25.9,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
13000.0,,32.3,,
,,26.1,,
,,19.0,,
,,26.1,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
12700.0,,32.3,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.0,,
,,26.4,,
,,19.0,,
12600.0,,32.2,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
12500.0,,32.2,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
12500.0,,32.5,,
,,26.4,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.1,,
12500.0,,32.4,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
12400.0,,32.2,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
12300.0,,32.0,,
,,26.2,,
,,19.0,,
,,26.1,,
,,19.0,,
,,26.1,,
,,19.0,,
,,26.1,,
,,19.0,,
12200.0,,31.9,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
12100.0,,31.7,,
,,26.0,,
,,19.0,,
,,25.9,,
,,19.0,,
,,25.9,,
,,19.0,,
,,25.9,,
,,19.0,,
12000.0,,31.5,,
,,25.9,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12000.0,,31.3,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
12200.0,,31.1,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
12300.0,,31.1,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
12300.0,,31.2,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
12500.0,,31.2,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
12800.0,,30.8,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
13000.0,,30.6,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
,,25.5,,
,,19.0,,
13100.0,,30.5,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
13200.0,,30.5,,
,,25.6,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.8,,
,,19.0,,
13200.0,,30.8,,
,,25.8,,
,,19.0,,
,,25.9,,
,,19.0,,
,,25.9,,
,,19.0,,
,,26.0,,
,,19.0,,
13100.0,,31.0,,
,,26.1,,
,,19.0,,
,,26.1,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.1,,
13100.0,,31.3,,
,,26.3,,
,,19.1,,
,,26.4,,
,,19.0,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.0,,
13200.0,,31.6,,
,,26.6,,
,,19.0,,
,,26.7,,
,,19.0,,
,,26.7,,
,,19.0,,
,,26.8,,
,,19.0,,
13200.0,,31.8,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.0,,
,,26.8,,
,,19.0,,
13300.0,,32.6,,
,,26.8,,
,,19.0,,
,,26.8,,
,,19.0,,
,,26.8,,
,,19.0,,
,,26.9,,
,,19.0,,
13200.0,,32.8,,
,,27.0,,
,,19.1,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
13000.0,,32.3,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.1,,
12900.0,,31.8,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
,,27.0,,
,,19.0,,
12800.0,,31.8,,
,,27.0,,
,,19.0,,
,,26.9,,
,,19.0,,
,,26.9,,
,,19.0,,
,,26.8,,
,,19.0,,
12700.0,,31.8,,
,,26.8,,
,,19.0,,
,,26.8,,
,,19.0,,
,,26.7,,
,,19.0,,
,,26.7,,
,,19.0,,
12700.0,,31.7,,
,,26.7,,
,,19.0,,
,,26.6,,
,,19.0,,
,,26.6,,
,,19.0,,
,,26.6,,
,,19.0,,
12500.0,,31.6,,
,,26.6,,
,,19.0,,
,,26.5,,
,,19.0,,
,,26.5,,
,,19.0,,
,,26.4,,
,,19.0,,
12500.0,,31.5,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.0,,
,,26.3,,
,,19.1,,
12400.0,,31.3,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.2,,
,,19.1,,
12300.0,,31.2,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.1,,
,,19.0,,
12300.0,,31.0,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
12400.0,,30.9,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,25.9,,
,,19.0,,
,,25.9,,
,,19.0,,
12500.0,,30.8,,
,,25.9,,
,,19.0,,
,,25.9,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12600.0,,30.8,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12600.0,,30.9,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12700.0,,30.8,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.8,,
,,19.0,,
12800.0,,30.8,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
13100.0,,30.8,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.9,,
,,19.0,,
13300.0,,30.8,,
,,25.9,,
,,19.1,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
13300.0,,30.8,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
13300.0,,31.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,26.0,,
,,19.1,,
13200.0,,31.2,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.1,,
13200.0,,31.0,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.0,,
13100.0,,30.9,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
13000.0,,30.7,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
12900.0,,30.6,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.0,,
12800.0,,30.6,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
12700.0,,30.6,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.0,,
,,26.4,,
,,19.0,,
,,26.3,,
,,19.1,,
12600.0,,30.5,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.0,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
12500.0,,30.4,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.1,,
12400.0,,30.4,,
,,26.2,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
12300.0,,30.2,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
12200.0,,30.1,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
,,26.0,,
,,19.0,,
12100.0,,30.0,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.0,,
,,25.9,,
,,19.0,,
12100.0,,29.9,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
12200.0,,29.7,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.0,,
,,25.7,,
,,19.0,,
12300.0,,29.6,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.0,,
12300.0,,29.7,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
12400.0,,29.7,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.1,,
12600.0,,29.6,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
12700.0,,29.6,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.1,,
13100.0,,29.8,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.0,,
,,25.5,,
,,19.1,,
,,25.6,,
,,19.1,,
13300.0,,30.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
13400.0,,30.3,,
,,25.6,,
,,19.0,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.1,,
,,25.8,,
,,19.0,,
13400.0,,30.4,,
,,25.8,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.8,,
,,19.1,,
,,26.0,,
,,19.1,,
13300.0,,30.6,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
13300.0,,31.0,,
,,26.3,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.6,,
,,19.1,,
13300.0,,31.2,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.0,,
13300.0,,31.4,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
13300.0,,31.5,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.7,,
,,19.1,,
13300.0,,31.5,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
13100.0,,31.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.5,,
,,19.1,,
13000.0,,30.8,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
12900.0,,30.7,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
12900.0,,30.6,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.0,,
12800.0,,30.6,,
,,26.2,,
,,19.0,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.0,,
12700.0,,30.5,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.1,,
,,19.0,,
,,26.1,,
,,19.0,,
12700.0,,30.4,,
,,26.1,,
,,19.0,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
12700.0,,30.3,,
,,26.0,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
12700.0,,30.1,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.0,,
,,25.8,,
,,19.1,,
12800.0,,30.0,,
,,25.8,,
,,19.1,,
,,25.7,,
,,19.0,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.0,,
12800.0,,29.8,,
,,25.7,,
,,19.1,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.0,,
,,25.6,,
,,19.1,,
12800.0,,29.6,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
12800.0,,29.5,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
12800.0,,29.5,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.5,,
,,19.1,,
12700.0,,29.8,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.8,,
,,19.1,,
12700.0,,29.7,,
,,25.8,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,26.0,,
,,19.1,,
12800.0,,29.6,,
,,26.0,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.2,,
,,19.1,,
12800.0,,30.0,,
,,26.2,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.5,,
,,19.1,,
12900.0,,30.4,,
,,26.5,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.7,,
,,19.1,,
12900.0,,30.8,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
12900.0,,31.0,,
,,26.9,,
,,19.1,,
,,26.9,,
,,19.1,,
,,26.9,,
,,19.1,,
,,26.9,,
,,19.1,,
13000.0,,30.9,,
,,26.9,,
,,19.1,,
,,26.9,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
13000.0,,30.9,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
13000.0,,31.0,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
13000.0,,30.8,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
12800.0,,30.6,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
,,26.7,,
,,19.1,,
12700.0,,30.5,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
12600.0,,30.4,,
,,26.6,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
12600.0,,30.3,,
,,26.5,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
12600.0,,30.1,,
,,26.4,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
12600.0,,30.0,,
,,26.3,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
12700.0,,29.9,,
,,26.2,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.0,,
,,19.1,,
12700.0,,29.8,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,25.9,,
,,19.1,,
12800.0,,29.6,,
,,25.9,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
12800.0,,29.5,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.7,,
,,19.1,,
12700.0,,29.3,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.6,,
,,19.1,,
12600.0,,29.6,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
12500.0,,29.6,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
12500.0,,29.6,,
,,19.1,,
,,19.1,,
,,19.1,,
,,19.1,,
12400.0,,29.8,,
,,19.1,,
,,19.1,,
,,19.1,,
,,19.1,,
12300.0,,30.0,,
,,19.1,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.1,,
,,19.1,,
12300.0,,30.0,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.4,,
,,19.1,,
12400.0,,30.5,,
,,26.5,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.7,,
,,19.1,,
12500.0,,30.9,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.9,,
,,19.1,,
12500.0,,31.4,,
,,26.9,,
,,19.1,,
,,27.0,,
,,19.1,,
,,27.0,,
,,19.1,,
,,27.0,,
,,19.1,,
12600.0,,31.5,,
,,27.0,,
,,19.1,,
,,27.0,,
,,19.1,,
,,27.0,,
,,19.1,,
,,27.0,,
,,19.1,,
12700.0,,31.4,,
,,26.9,,
,,19.1,,
,,26.9,,
,,19.1,,
,,26.9,,
,,19.1,,
,,26.8,,
,,19.1,,
12700.0,,31.4,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.8,,
,,19.1,,
,,26.7,,
,,19.1,,
12600.0,,31.1,,
,,26.7,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.6,,
,,19.1,,
,,26.5,,
,,19.1,,
12500.0,,30.2,,
,,26.5,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
12400.0,,30.0,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.2,,
,,19.1,,
12300.0,,29.7,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.1,,
,,19.1,,
12300.0,,29.4,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
12300.0,,29.1,,
,,26.0,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.9,,
,,19.1,,
,,25.8,,
,,19.1,,
12400.0,,29.0,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.7,,
,,19.1,,
,,25.7,,
,,19.1,,
12500.0,,28.8,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.6,,
,,19.1,,
,,25.5,,
,,19.1,,
12600.0,,28.9,,
,,25.5,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
12500.0,,28.7,,
,,25.3,,
,,19.1,,
,,25.3,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
12600.0,,28.5,,
,,25.2,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.1,,
,,19.1,,
,,25.0,,
,,19.1,,
12600.0,,28.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,24.9,,
,,19.1,,
,,24.9,,
,,19.1,,
12500.0,,28.0,,
,,24.9,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
12400.0,,28.4,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.8,,
,,19.1,,
,,24.9,,
,,19.1,,
12400.0,,28.4,,
,,24.9,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
,,25.0,,
,,19.1,,
12300.0,,28.5,,
,,25.1,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.2,,
,,19.1,,
,,25.3,,
,,19.1,,
12300.0,,28.6,,
,,25.4,,
,,19.1,,
,,25.4,,
,,19.1,,
,,25.5,,
,,19.1,,
,,25.6,,
,,19.1,,
12200.0,,28.7,,
,,25.7,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.8,,
,,19.1,,
,,25.9,,
,,19.1,,
12300.0,,29.5,,
,,26.0,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
12300.0,,29.6,,
,,26.2,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
12500.0,,30.1,,
,,26.4,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
12500.0,,30.0,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
,,26.5,,
,,19.1,,
12500.0,,29.7,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
,,26.4,,
,,19.1,,
12600.0,,29.3,,
,,26.3,,
,,19.1,,
,,26.3,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
12800.0,,29.2,,
,,26.2,,
,,19.1,,
,,26.2,,
,,19.1,,
,,26.1,,
,,19.1,,
,,26.1,,
,,19.1,,
13000.0,,29.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,26.0,,
,,19.1,,
,,25.9,,
,,19.1,,
13100.0,,29.0,,
